"year","make","model","mileage","normalized_color","transmission","sold_price","bid_amount","end_date","bidders","watchers","comments","status"
"1972","BMW","2002tii","3000","Gold","manual","null","43752","2021-11-09 05:00:00","38","1292","108","unsold"
"2010","BMW","535i xDrive Sports Wagon 6-Speed","72000","White","manual","23000","23000","2021-11-07 04:00:00","25","876","42","sold"
"1989","BMW","Z1","9000","Green","manual","null","66000","2021-12-08 05:00:00","33","755","85","unsold"
"2016","BMW","M2 6-Speed","30000","White","manual","43500","43500","2021-11-15 05:00:00","30","679","17","sold"
"2000","BMW","M Roadster","78000","Blue","manual","null","15100","2021-12-18 05:00:00","12","594","93","unsold"
"2014","BMW","328i xDrive Sports Wagon","53000","Black","automatic","23000","23000","2021-11-26 05:00:00","31","645","28","sold"
"1972","BMW","3.0CSi 5-Speed","5000","Gray","manual","120000","120000","2022-02-06 05:00:00","46","1727","130","sold"
"1990","BMW","325is 5-Speed","100000","Silver","manual","null","25000","2021-12-09 05:00:00","21","816","120","unsold"
"2007","BMW","Z4 3.0si Roadster 6-Speed","37000","Silver","manual","19250","19250","2022-02-09 05:00:00","8","420","24","sold"
"2011","BMW","1M Track Car","80000","White","manual","42500","42500","2023-06-15 04:00:00","48","644","49","sold"
"2008","BMW","M5 6-Speed","102000","Silver","manual","36000","36000","2021-12-29 05:00:00","32","592","104","sold"
"2013","BMW","M3 Coupe Frozen Edition","3200","White","automatic","null","76000","2022-01-21 05:00:00","23","746","85","unsold"
"2014","Porsche","911 Carrera S Cabriolet","51000","Brown","automatic","56000","56000","2023-06-25 04:00:00","15","771","28","sold"
"2003","BMW","Alpina Roadster V8","12000","Black","automatic","354007","354007","2022-01-10 05:00:00","25","1848","197","sold"
"1988","BMW","M3","61000","White","manual","92000","92000","2021-12-28 05:00:00","19","1078","93","sold"
"2001","BMW","740i Sport","93000","Gray","automatic","20000","20000","2022-02-24 05:00:00","35","714","54","sold"
"2015","Porsche","911 Turbo S Cabriolet","19000","Black","automatic","115000","115000","2023-07-25 04:00:00","21","685","35","sold"
"1985","BMW","318i Sedan 5-Speed","128000","Beige","manual","9500","9500","2021-12-12 05:00:00","20","413","25","sold"
"1972","BMW","2002tii 5-Speed","82000","Gray","manual","81000","81000","2022-01-16 05:00:00","56","1653","142","sold"
"2020","Porsche","Panamera Turbo S E-Hybrid Sport Turismo","15000","Gray","automatic","137219","137219","2023-09-29 04:00:00","25","706","67","sold"
"1995","BMW","850CSi 6-Speed","22000","Gray","manual","175000","175000","2022-01-18 05:00:00","31","1448","153","sold"
"1987","BMW","M6","84000","Red","manual","null","28000","2022-04-02 04:00:00","10","836","43","unsold"
"2011","BMW","M3 Coupe 6-Speed","65000","Black","manual","null","22000","2022-01-30 05:00:00","23","616","56","unsold"
"2006","Porsche","911 Carrera S Coupe 6-Speed","45000","Gray","manual","57000","57000","2024-03-16 04:00:00","35","1446","43","sold"
"1987","BMW","325iS 5-Speed","63000","Silver","manual","16500","16500","2022-02-03 05:00:00","24","1159","72","sold"
"1998","Porsche","911 Carrera S Coupe 6-Speed","37000","Black","manual","148000","148000","2024-06-30 04:00:00","13","1900","28","sold"
"1991","Porsche","911 Carrera 2 Targa by Singer","3400","Green","manual","null","1005000","2024-07-06 04:00:00","22","3854","166","unsold"
"1990","Porsche","911 Carrera 2 Coupe by Singer","8000","Yellow","manual","null","955000","2023-10-30 04:00:00","16","4594","249","unsold"
"1992","Porsche","911 Carrera 2 Coupe by Singer","10000","Blue","manual","925000","925000","2024-05-03 04:00:00","26","4771","188","sold"
"1990","BMW","M3","70000","Red","manual","129000","129000","2022-02-15 05:00:00","50","751","222","sold"
"2002","BMW","325i Touring 6-Speed","172000","White","manual","39000","39000","2022-03-14 04:00:00","40","1478","172","sold"
"2003","BMW","530i 5-Speed","102000","Blue","manual","10250","10250","2022-02-17 05:00:00","21","503","55","sold"
"1961","BMW","R69S","15000","Black","manual","25000","25000","2022-02-28 05:00:00","21","635","30","sold"
"1991","Porsche","911 Carrera 2 Cabriolet 5-Speed","68000","Gray","manual","55000","55000","2024-08-18 04:00:00","38","631","42","sold"
"2008","BMW","335i Convertible","46000","Black","automatic","23335","23335","2022-02-12 05:00:00","27","475","35","sold"
"2019","Porsche","Panamera Turbo S E-Hybrid Sport Turismo","45000","Black","automatic","97500","97500","2024-09-12 04:00:00","25","869","52","sold"
"2007","BMW","335i Convertible 6-Speed","56000","Gray","manual","17750","17750","2022-03-13 05:00:00","23","733","40","sold"
"1996","BMW","R1100RT","2100","Red","manual","12250","12250","2022-03-25 04:00:00","15","533","58","sold"
"2002","BMW","330Ci Convertible 5-Speed","52000","Black","manual","19950","19950","2023-08-02 04:00:00","46","553","44","sold"
"2014","BMW","328i xDrive Sports Wagon","35000","White","automatic","24750","24750","2022-02-26 05:00:00","35","660","33","sold"
"2011","BMW","M3 Convertible","49000","White","automatic","40250","40250","2022-03-08 05:00:00","38","540","43","sold"
"1988","BMW","M3","42000","Silver","manual","130000","130000","2022-03-29 04:00:00","10","1134","98","sold"
"2018","Porsche","Panamera Turbo Sport Turismo","32000","Black","automatic","82500","82500","2024-12-03 05:00:00","24","903","58","sold"
"1999","BMW","M3 Coupe 5-Speed","157000","Purple","manual","23250","23250","2023-06-01 04:00:00","29","564","71","sold"
"2013","BMW","M3 Coupe Competition Package 6-Speed","78000","White","manual","36750","36750","2025-01-09 05:00:00","33","712","16","sold"
"2008","Porsche","911 Carrera 4S Coupe","43000","Gray","automatic","54000","54000","2025-03-11 04:00:00","41","1545","33","sold"
"2023","Porsche","718 Cayman GT4 RS Weissach","638","Blue","automatic","194000","194000","2025-01-30 05:00:00","27","1645","44","sold"
"2002","BMW","M Roadster S54","81000","Gray","manual","21750","21750","2023-02-16 05:00:00","32","551","33","sold"
"1991","BMW","325i Convertible","69000","Red","automatic","10000","10000","2025-02-20 05:00:00","23","579","77","sold"
"1987","BMW","325i Convertible 5-Speed","103000","Black","manual","21000","21000","2022-04-04 04:00:00","18","648","34","sold"
"2001","BMW","Z8","17000","Silver","manual","223000","223000","2022-03-31 04:00:00","35","864","31","sold"
"1964","BMW","R69S","12000","Black","manual","17600","17600","2023-05-29 04:00:00","25","563","36","sold"
"1983","BMW","320iS 5-Speed","116000","White","manual","7600","7600","2022-04-06 04:00:00","12","524","29","sold"
"2000","BMW","323Ci Convertible","33000","Blue","automatic","10500","10500","2022-03-16 04:00:00","14","331","19","sold"
"2007","BMW","Z4 M Roadster","21000","Blue","manual","null","24600","2022-05-25 04:00:00","7","472","30","unsold"
"2011","BMW","Z4 sDrive30i 6-Speed","47000","Blue","manual","24500","24500","2022-04-09 04:00:00","31","373","30","sold"
"2005","BMW","M3 Coupe 6-Speed","79000","Black","manual","32751","32751","2022-03-23 04:00:00","22","693","27","sold"
"1990","Porsche","911 Carrera 4 Cabriolet 5-Speed","51000","Black","manual","null","55500","2024-01-23 05:00:00","21","892","44","unsold"
"2001","Porsche","911 Turbo Coupe 6-Speed","134000","Silver","manual","43750","43750","2024-03-08 05:00:00","36","1078","68","sold"
"2022","Porsche","911 GT3 6-Speed","12000","Blue","manual","null","199000","2024-10-08 04:00:00","29","1267","62","unsold"
"2000","BMW","Z3 2.3 5-Speed","7000","Gray","manual","22000","22000","2022-05-24 04:00:00","31","407","44","sold"
"1976","BMW","2002","62000","Green","manual","21250","21250","2022-05-06 04:00:00","46","820","61","sold"
"2000","BMW","R1150GS","7000","Black","manual","6450","6450","2022-04-11 04:00:00","10","479","26","sold"
"2010","Porsche","Panamera Turbo","92000","Silver","automatic","25000","25000","2024-10-25 04:00:00","15","521","43","sold"
"2013","BMW","M6 Convertible","8000","Gray","automatic","null","48250","2022-04-22 04:00:00","28","508","15","unsold"
"1993","BMW","R100GS PD","5000","Red","manual","9100","9100","2022-04-19 04:00:00","16","408","47","sold"
"2023","BMW","M8 Competition Convertible","729","Gray","automatic","138000","138000","2023-08-02 04:00:00","39","641","50","sold"
"1999","Ferrari","F355 F1 Spider","26000","Red","automatic","67355","67355","2022-11-09 05:00:00","20","849","39","sold"
"2012","BMW","328i Convertible M Sport","60000","White","automatic","25328","25328","2022-05-04 04:00:00","47","610","29","sold"
"1989","Ferrari","Testarossa","66000","Red","manual","113000","113000","2022-05-13 04:00:00","46","1287","77","sold"
"1972","Porsche","914","88000","Blue","manual","null","47000","2024-01-26 05:00:00","23","1391","95","unsold"
"2013","BMW","M3 Coupe 6-Speed","51000","Black","manual","null","45500","2022-04-18 04:00:00","40","540","48","unsold"
"2013","BMW","M3 Coupe 6-Speed","28000","Silver","manual","53750","53750","2022-04-28 04:00:00","14","606","36","sold"
"1973","Porsche","914","1400","Black","manual","44000","44000","2023-12-12 05:00:00","31","1206","120","sold"
"2005","BMW","M3 Coupe 6-Speed","26000","Gray","manual","null","40000","2022-05-16 04:00:00","7","617","28","unsold"
"2006","BMW","M3 Convertible 6-Speed","62000","Silver","manual","17000","17000","2023-09-02 04:00:00","5","411","28","sold"
"1956","BMW","Isetta 250 Bubble Window","41000","Red","manual","26000","26000","2023-09-02 04:00:00","11","459","32","sold"
"1999","Porsche","911 Carrera Cabriolet 6-Speed","53000","Yellow","manual","26100","26100","2025-01-21 05:00:00","17","759","30","sold"
"2008","BMW","M3 Convertible 6-Speed","53000","Silver","manual","null","33000","2022-05-30 04:00:00","17","446","20","unsold"
"2010","BMW","535i xDrive Sports Wagon M Sport 6-Speed","46000","Black","manual","43750","43750","2023-02-28 05:00:00","36","938","98","sold"
"2000","Porsche","911 Carrera 4 Coupe 6-Speed","99000","Silver","manual","26500","26500","2025-01-11 05:00:00","41","1090","35","sold"
"1988","BMW","M3","10000","Black","manual","146000","146000","2022-06-05 04:00:00","13","951","99","sold"
"2017","Porsche","Panamera Turbo","78000","Silver","automatic","47000","47000","2025-01-18 05:00:00","44","1170","60","sold"
"2006","BMW","M3 Convertible 6-Speed","166000","Silver","manual","16250","16250","2023-09-02 04:00:00","24","562","32","sold"
"1993","BMW","325i Convertible 5-Speed","76000","Green","manual","18500","18500","2022-05-15 04:00:00","19","589","49","sold"
"2002","BMW","M5","50000","Black","manual","51000","51000","2022-06-09 04:00:00","29","936","55","sold"
"1974","BMW","R90S","33000","Silver","manual","9099","9099","2022-05-23 04:00:00","9","470","39","sold"
"2016","BMW","550i M Sport","11000","White","automatic","43000","43000","2022-05-21 04:00:00","14","419","53","sold"
"2005","BMW","M3 Coupe 6-Speed","90000","Silver","manual","29500","29500","2022-06-02 04:00:00","29","699","66","sold"
"2012","BMW","M3 Coupe Competition Package","25000","Orange","automatic","null","62500","2022-08-20 04:00:00","13","915","56","unsold"
"2000","BMW","M5","20000","Black","manual","49539","49539","2023-09-02 04:00:00","11","849","28","sold"
"1989","BMW","S14 Engine w/Gearbox","92000","Black","manual","14250","14250","2022-07-19 04:00:00","25","576","49","sold"
"2007","BMW","Z4 M Coupe","34000","Gray","manual","36750","36750","2022-05-18 04:00:00","31","1123","71","sold"
"2015","BMW","i8","39000","Black","automatic","null","51600","2023-05-29 04:00:00","24","559","52","unsold"
"1999","BMW","M3 Convertible","84000","Silver","automatic","12901","12901","2022-06-28 04:00:00","46","567","27","sold"
"2005","BMW","Z4 3.0i Roadster Sport 6-Speed","4000","Black","manual","17000","17000","2022-07-02 04:00:00","28","495","27","sold"
"2000","BMW","323Ci Coupe 5-Speed","49000","Silver","manual","10250","10250","2022-07-07 04:00:00","30","302","28","sold"
"1984","BMW","R100","25000","Black","manual","6200","6200","2023-09-01 04:00:00","15","446","22","sold"
"2010","BMW","135i Sport Coupe 6-Speed","50000","Black","manual","24750","24750","2023-09-01 04:00:00","44","619","84","sold"
"1998","BMW","328i Convertible","44000","Silver","automatic","10500","10500","2023-09-01 04:00:00","24","221","18","sold"
"1998","BMW","Z3 2.8 5-Speed","79000","Black","manual","12750","12750","2022-06-07 04:00:00","11","399","36","sold"
"2012","BMW","Z4 sDrive35i","35000","Black","automatic","27000","27000","2022-07-15 04:00:00","31","592","45","sold"
"2007","BMW","Z4 M Coupe","78000","Silver","manual","35250","35250","2022-07-12 04:00:00","29","701","72","sold"
"2011","BMW","328i xDrive Sports Wagon 6-Speed","60000","Green","manual","26250","26250","2022-07-14 04:00:00","32","919","104","sold"
"1997","BMW","850Ci","65000","Black","automatic","43000","43000","2022-07-21 04:00:00","22","726","63","sold"
"1995","BMW","M5","134000","Black","manual","46444","46444","2022-08-02 04:00:00","21","561","39","sold"
"1986","BMW","R80","19000","White","manual","3886","3886","2022-08-02 04:00:00","17","629","44","sold"
"2003","BMW","M3 Convertible","59000","Silver","automatic","null","21000","2022-06-19 04:00:00","19","542","34","unsold"
"2003","BMW","540i M Sport","59000","Black","automatic","23000","23000","2023-09-01 04:00:00","45","555","70","sold"
"1984","BMW","318i Coupe 5-Speed","109000","Gray","manual","22750","22750","2023-09-01 04:00:00","34","507","67","sold"
"2020","BMW","M2 CS 6-Speed","800","Blue","manual","113000","113000","2022-08-08 04:00:00","19","659","61","sold"
"2006","BMW","M5","38000","Gray","automatic","null","30750","2022-07-06 04:00:00","8","284","6","unsold"
"1989","BMW","325i Coupe","105000","Beige","automatic","16500","16500","2022-09-16 04:00:00","23","503","42","sold"
"1997","BMW","540i 6-Speed","79000","Silver","manual","null","8500","2022-08-06 04:00:00","14","395","56","unsold"
"1995","BMW","740iL","50000","Green","automatic","14750","14750","2022-08-15 04:00:00","32","584","48","sold"
"2011","BMW","1M","19000","White","manual","null","75000","2022-08-21 04:00:00","12","827","48","unsold"
"2004","BMW","330i ZHP 6-Speed","98000","Blue","manual","26000","26000","2022-07-26 04:00:00","33","562","63","sold"
"1995","Ferrari","F355 Spider 6-Speed","20000","Red","manual","105000","105000","2022-08-30 04:00:00","45","1113","71","sold"
"1967","BMW","1600-2","45000","Blue","manual","10500","10500","2022-10-01 04:00:00","19","515","46","sold"
"1985","Ferrari","308 GTS Quattrovalvole","55000","Purple","manual","null","69000","2022-08-18 04:00:00","16","904","116","unsold"
"2013","BMW","328i xDrive Coupe 6-Speed","89000","White","manual","null","15600","2022-07-27 04:00:00","26","236","14","unsold"
"1998","BMW","M3 Coupe 5-Speed","143000","Silver","manual","26750","26750","2022-08-25 04:00:00","13","501","38","sold"
"1988","BMW","535is 5-Speed","179000","Silver","manual","14000","14000","2022-10-22 04:00:00","21","663","48","sold"
"2003","BMW","M3 Convertible","64000","Black","automatic","17000","17000","2022-08-30 04:00:00","25","447","29","sold"
"2003","BMW","Z4 2.5i Roadster 5-Speed","39000","Silver","manual","10800","10800","2022-09-09 04:00:00","10","292","15","sold"
"2014","BMW","M6 Coupe Competition Package","46000","Black","automatic","38000","38000","2023-09-01 04:00:00","26","435","25","sold"
"2006","BMW","Z4 M Coupe","39000","Black","manual","32250","32250","2022-09-24 04:00:00","17","687","33","sold"
"1966","BMW","R27","5000","Black","manual","9700","9700","2022-10-05 04:00:00","14","606","29","sold"
"2000","BMW","540i Sport Wagon","113000","Red","automatic","7800","7800","2023-04-15 04:00:00","13","759","39","sold"
"1988","BMW","535is 5-Speed","99000","Silver","manual","24997","24997","2022-12-18 05:00:00","22","869","108","sold"
"1985","Ferrari","308 GTS Quattrovalvole","34000","Red","manual","112666","112666","2022-10-11 04:00:00","36","1056","98","sold"
"2002","BMW","M3 Coupe","79000","Silver","automatic","18562","18562","2023-08-31 04:00:00","21","458","28","sold"
"1995","BMW","M3 Coupe 5-Speed","31000","Red","manual","15750","15750","2022-10-07 04:00:00","11","561","34","sold"
"2008","BMW","M3 Convertible","84000","Gray","automatic","25500","25500","2023-08-31 04:00:00","29","532","33","sold"
"1986","BMW","325i Hartge H26 SP 5-Speed","84000","Black","manual","null","35100","2023-01-24 05:00:00","18","1373","71","unsold"
"1987","BMW","325i Convertible 5-Speed","73000","Gray","manual","12500","12500","2022-10-27 04:00:00","22","381","51","sold"
"1988","BMW","535i 5-Speed","266000","Black","manual","17805","17805","2023-05-29 04:00:00","59","823","70","sold"
"1984","Porsche","911 Carrera Coupe","184000","Ruby","manual","70911","70911","2023-04-03 04:00:00","25","1269","68","sold"
"1970","Porsche","911T Coupe 5-Speed","5000","Orange","manual","87000","87000","2025-02-28 05:00:00","20","1952","54","sold"
"2017","BMW","M3 Competition Package","21000","Blue","automatic","61000","61000","2022-11-23 05:00:00","16","545","58","sold"
"2001","BMW","325i Sport Wagon","69000","White","automatic","14950","14950","2023-08-31 04:00:00","48","593","31","sold"
"2006","BMW","M5","65000","Black","automatic","null","18751","2023-05-18 04:00:00","32","383","26","unsold"
"2002","Porsche","911 Turbo Coupe 6-Speed","51000","Blue","manual","67000","67000","2023-08-02 04:00:00","42","611","77","sold"
"2005","BMW","330Ci ZHP Convertible","132000","Red","automatic","7650","7650","2023-01-06 05:00:00","24","663","32","sold"
"2010","BMW","M6 Convertible","41000","Silver","automatic","25250","25250","2023-08-31 04:00:00","23","487","43","sold"
"1987","Porsche","911 Carrera Coupe G50","244000","White","manual","54000","54000","2023-09-27 04:00:00","21","1332","84","sold"
"2012","BMW","328i Sports Wagon M Sport","102000","Blue","automatic","18005","18005","2023-04-09 04:00:00","31","786","74","sold"
"2013","Porsche","911 Carrera S Cabriolet","38000","Gray","automatic","65750","65750","2023-03-23 04:00:00","32","986","83","sold"
"2001","Porsche","Boxster 5-Speed","42000","Black","manual","13750","13750","2023-08-16 04:00:00","29","625","35","sold"
"2018","Porsche","Cayenne GTS","73000","White","automatic","48250","48250","2023-04-04 04:00:00","37","914","37","sold"
"2001","BMW","M3 Coupe 6-Speed","38000","Black","manual","34900","34900","2023-03-06 05:00:00","10","646","73","sold"
"1995","BMW","M3 Coupe","70000","Silver","automatic","null","10500","2023-03-09 05:00:00","23","525","31","unsold"
"1988","BMW","R100RT w/Ural Sidecar","45000","Red","manual","5500","5500","2023-11-13 05:00:00","10","326","29","sold"
"2001","BMW","540i Sport 6-Speed","77000","Gray","manual","19750","19750","2023-07-15 04:00:00","25","481","39","sold"
"1988","Porsche","911 Carrera Targa G50","60000","Red","manual","90000","90000","2023-03-30 04:00:00","27","877","68","sold"
"1985","Porsche","911 Carrera Coupe M491","64000","Red","manual","null","90000","2023-04-05 04:00:00","25","1915","119","unsold"
"2011","BMW","Alpina B7","115000","Blue","automatic","24500","24500","2023-07-15 04:00:00","42","743","38","sold"
"1993","Porsche","911 Carrera 2 Coupe 5-Speed","25000","Black","manual","null","126000","2023-05-03 04:00:00","33","1338","118","unsold"
"1987","Porsche","962–Style BFGoodrich Promotional Go-Kart","null","White","null","2525","2525","2023-08-21 04:00:00","13","279","9","sold"
"2016","BMW","M235i Racing","29000","Black","automatic","null","46241","2023-04-10 04:00:00","27","488","46","unsold"
"1997","BMW","R1100RT","40000","Red","manual","4500","4500","2023-04-12 04:00:00","19","464","21","sold"
"2005","Porsche","911 Carrera S Coupe 6-Speed","74000","Silver","manual","46000","46000","2023-04-07 04:00:00","59","1231","56","sold"
"2001","Porsche","911 Carrera Coupe 6-Speed","111000","Red","manual","18250","18250","2023-06-18 04:00:00","19","631","37","sold"
"1985","BMW","528e 6-Speed","86000","Gray","manual","39000","39000","2023-05-17 04:00:00","24","860","86","sold"
"2006","Porsche","911 Carrera S Cabriolet 6-Speed","50000","White","manual","43500","43500","2023-04-09 04:00:00","21","998","48","sold"
"2011","BMW","M3 Convertible","26000","White","automatic","36950","36950","2023-05-06 04:00:00","24","529","20","sold"
"2001","Porsche","911 Turbo Coupe","42000","Silver","manual","59507","59507","2023-04-08 04:00:00","45","1003","72","sold"
"2010","BMW","535i xDrive Sports Wagon","108000","Blue","automatic","10785","10785","2023-04-21 04:00:00","29","658","50","sold"
"1996","Porsche","911 Carrera Targa 6-Speed","49000","Blue","manual","101000","101000","2023-04-30 04:00:00","55","1343","67","sold"
"1985","Ferrari","308 GTB Quattrovalvole","43000","Red","manual","84100","84100","2023-05-04 04:00:00","14","1455","133","sold"
"2004","BMW","Z4 3.0i Roadster 6-Speed","15000","Silver","manual","16000","16000","2023-08-31 04:00:00","19","341","33","sold"
"1987","Porsche","911 Carrera Targa G50","7000","Blue","manual","95000","95000","2023-05-02 04:00:00","15","948","26","sold"
"1965","BMW","R50/2","58000","Black","manual","null","9750","2023-08-31 04:00:00","23","506","27","unsold"
"1967","Porsche","912 Soft-Window Targa Project","24000","Red","manual","12750","12750","2023-04-26 04:00:00","23","757","52","sold"
"2000","Porsche","911 Carrera 4 Cabriolet 6-Speed","61000","Silver","manual","26500","26500","2023-04-26 04:00:00","20","481","17","sold"
"1980","Porsche","911SC Coupe","128000","Red","manual","39000","39000","2023-05-18 04:00:00","26","910","31","sold"
"1986","Porsche","911 Carrera Targa","126000","Blue","manual","61000","61000","2023-05-15 04:00:00","15","1155","25","sold"
"2023","Porsche","911 Turbo S","610","White","automatic","null","258000","2023-07-03 04:00:00","18","777","55","unsold"
"1973","BMW","3.0CS","38000","Silver","automatic","51500","51500","2023-08-04 04:00:00","51","1077","74","sold"
"2007","Porsche","911 Carrera Cabriolet 6-Speed","41000","Black","manual","42660","42660","2023-08-04 04:00:00","24","608","31","sold"
"2010","Porsche","911 Turbo Cabriolet","35000","Black","automatic","null","70000","2023-06-20 04:00:00","4","501","15","unsold"
"1987","Porsche","911 Turbo Coupe","79000","White","manual","137000","137000","2023-09-24 04:00:00","32","1326","64","sold"
"2004","BMW","R1100S BoxerCup Replika","21000","White","automatic","3700","3700","2023-08-31 04:00:00","10","358","42","sold"
"2013","BMW","M3 Coupe Lime Rock Park Edition Track Car","19000","Orange","automatic","null","39750","2023-08-31 04:00:00","30","817","45","unsold"
"2012","Porsche","911 Carrera Cabriolet Black Edition 6-Speed","77000","Black","manual","51000","51000","2023-06-20 04:00:00","41","962","17","sold"
"2022","Porsche","911 Carrera 4 GTS Coupe 7-Speed","1700","Red","manual","null","156000","2023-07-12 04:00:00","14","832","49","unsold"
"2003","Porsche","Boxster 5-Speed","6000","Yellow","manual","null","25000","2023-06-16 04:00:00","32","670","42","unsold"
"2001","Porsche","911 Turbo Coupe 6-Speed","32000","Gray","manual","66000","66000","2023-06-23 04:00:00","33","958","46","sold"
"2009","Porsche","911 Carrera 4S Cabriolet","47000","Gray","automatic","53500","53500","2023-07-02 04:00:00","47","871","46","sold"
"2009","Porsche","911 Carrera S Coupe","42000","Green","automatic","71000","71000","2023-07-06 04:00:00","38","1689","135","sold"
"1974","Ferrari","365 GT4 2+2 Convertible Conversion","33000","Red","manual","71000","71000","2023-08-01 04:00:00","56","776","105","sold"
"2009","Porsche","911 Carrera 4S Cabriolet","43000","Blue","automatic","58000","58000","2023-06-25 04:00:00","27","996","43","sold"
"1987","BMW","535is 5-Speed","110000","Red","manual","30000","30000","2023-08-04 04:00:00","37","700","61","sold"
"2005","BMW","M3 Coupe Competition Package 6-Speed","99000","Blue","manual","33000","33000","2023-09-09 04:00:00","19","1087","43","sold"
"1970","Porsche","911T Targa","83000","Silver","manual","null","49911","2023-08-18 04:00:00","38","1205","62","unsold"
"1979","Porsche","911SC Targa","72000","Silver","manual","66500","66500","2023-10-31 04:00:00","28","972","58","sold"
"1972","BMW","Bavaria 4-Speed","72000","Black","manual","35000","35000","2023-08-31 04:00:00","39","842","103","sold"
"2017","Ferrari","488 Challenge Race Car","6000","Red","automatic","null","135000","2023-09-12 04:00:00","11","640","29","unsold"
"2009","Porsche","911 Carrera 4S Coupe","43000","Gray","automatic","58000","58000","2023-08-23 04:00:00","21","1327","52","sold"
"1974","BMW","2002tii 5-Speed","43000","Black","manual","43000","43000","2023-08-31 04:00:00","29","1241","82","sold"
"2005","Porsche","911 Turbo S Coupe 6-Speed","48000","Silver","manual","null","76000","2023-09-11 04:00:00","16","873","39","unsold"
"1974","BMW","3.0CS","82000","Silver","automatic","null","64500","2023-08-31 04:00:00","46","1331","76","unsold"
"1989","BMW","M3 6-Speed","153000","Gray","manual","75500","75500","2023-09-13 04:00:00","5","863","66","sold"
"1989","Porsche","911 Carrera 4 Coupe 5-Speed","90000","Black","manual","91500","91500","2023-08-29 04:00:00","41","1009","51","sold"
"2010","BMW","535i xDrive Sports Wagon M Sport","76000","Blue","automatic","29000","29000","2023-08-29 04:00:00","41","816","108","sold"
"1994","BMW","325is 5-Speed Track Car","147000","Green","manual","34000","34000","2023-08-31 04:00:00","33","526","55","sold"
"1992","BMW","R100R","27000","Purple","manual","7600","7600","2022-01-23 05:00:00","11","331","45","sold"
"1991","Ferrari","Mondial T Cabriolet","13000","Red","manual","44000","44000","2020-07-14 04:00:00","64","1017","142","sold"
"1999","BMW","323i Convertible 5-Speed","29000","Green","manual","13000","13000","2021-10-19 04:00:00","39","314","34","sold"
"2001","BMW","330Ci Convertible","75000","White","automatic","12550","12550","2023-08-30 04:00:00","50","419","54","sold"
"2001","BMW","740i Sport","47000","White","automatic","41000","41000","2021-11-01 04:00:00","48","793","130","sold"
"2009","BMW","335i Convertible 6-Speed","59000","Black","manual","21000","21000","2023-08-30 04:00:00","16","273","27","sold"
"1990","BMW","535i 5-Speed","182000","Black","manual","14000","14000","2021-11-19 05:00:00","31","588","41","sold"
"1985","BMW","635CSi 5-Speed","77000","Blue","manual","21200","21200","2022-01-28 05:00:00","24","719","84","sold"
"2007","BMW","Z4 3.0i Roadster","30000","Black","automatic","23000","23000","2022-03-18 04:00:00","32","490","38","sold"
"1989","BMW","325i Convertible 5-Speed","11000","White","manual","42500","42500","2022-03-30 04:00:00","30","584","45","sold"
"2006","BMW","M5","26000","Blue","automatic","null","28000","2022-05-28 04:00:00","27","465","21","unsold"
"2008","Porsche","911 Turbo Cabriolet 6-Speed","52000","Black","manual","88000","88000","2024-07-19 04:00:00","45","957","43","sold"
"1998","BMW","Z3 2.8 5-Speed","76000","Black","manual","12000","12000","2022-06-01 04:00:00","6","341","21","sold"
"2002","BMW","325i Sport Wagon","111000","Silver","automatic","12250","12250","2023-08-30 04:00:00","17","430","37","sold"
"1997","BMW","M3 Coupe 5-Speed","148000","Silver","manual","18500","18500","2022-07-02 04:00:00","27","622","26","sold"
"2006","BMW","330Ci ZHP Convertible 6-Speed","45000","Blue","manual","21000","21000","2022-06-23 04:00:00","32","609","64","sold"
"1991","BMW","850i 6-Speed","169000","Black","manual","24000","24000","2022-08-28 04:00:00","22","992","40","sold"
"2000","BMW","M5","89000","White","manual","null","35500","2022-06-21 04:00:00","17","514","130","unsold"
"1997","BMW","M3 Coupe 5-Speed","105000","Black","manual","26250","26250","2022-07-28 04:00:00","25","565","50","sold"
"1974","BMW","2002tii","80000","Blue","manual","33000","33000","2022-08-05 04:00:00","39","1025","90","sold"
"2014","BMW","Z4 sDrive35i","23000","Orange","automatic","30600","30600","2023-08-30 04:00:00","28","489","33","sold"
"2012","BMW","328i Sports Wagon M Sport","43000","White","automatic","17350","17350","2023-08-30 04:00:00","14","534","34","sold"
"1991","BMW","M5","77000","Black","manual","31000","31000","2023-08-30 04:00:00","27","599","60","sold"
"2001","BMW","M3 Convertible 6-Speed","30000","Red","manual","null","26000","2022-08-17 04:00:00","33","749","49","unsold"
"2005","BMW","330i ZHP Sedan","63000","Gray","automatic","16500","16500","2022-08-31 04:00:00","8","392","16","sold"
"1987","BMW","325is 5-Speed","166000","White","manual","15500","15500","2022-10-14 04:00:00","20","718","55","sold"
"2015","BMW","M4 Coupe 6-Speed","60","Black","manual","30000","30000","2023-08-30 04:00:00","51","613","37","sold"
"2003","BMW","M3 Coupe","100000","Black","automatic","null","14000","2023-08-30 04:00:00","6","466","15","unsold"
"1999","BMW","M Coupe","36000","Blue","manual","36250","36250","2023-08-30 04:00:00","43","890","60","sold"
"2006","BMW","325i Sedan 6-Speed","43000","Blue","manual","12150","12150","2023-08-29 04:00:00","41","327","24","sold"
"2022","BMW","M4 Competition xDrive Coupe KITH Edition","2100","Black","automatic","null","101000","2023-01-18 05:00:00","15","444","52","unsold"
